id_persona,area,sexo,jefe_hogar,estado_civil,etnia,educacion,exp_potencial,salario,contrato,cotiza_pension
718598211,05,2,1,6,6,8,3,1e+06,1,1
718598212,05,2,13,6,6,10,2,1e+06,1,1
718598412,05,2,3,6,6,10,20,3e+06,2,1
718598413,05,2,3,6,6,9,15,1500000,1,1
718598414,05,2,3,6,6,10,12,8e+05,2,2
718598415,05,2,3,6,6,10,10,1e+06,1,1
718598416,05,2,3,6,6,8,10,1e+06,1,2
718598417,05,1,3,6,6,5,7,1e+06,1,2
718598418,05,2,9,6,6,5,16,1e+06,1,2
718598611,05,2,1,4,6,10,26,1666000,2,1
718598711,05,1,1,3,6,5,41,3e+06,2,3
718598712,05,2,2,3,6,10,36,1e+06,2,2
718598911,05,1,1,3,6,5,44,1500000,2,2
718598913,05,1,3,6,6,10,16,,2,2
718598914,05,1,3,6,6,6,18,1e+06,1,1
718599111,05,2,1,3,6,5,30,1e+06,1,1
718599112,05,1,2,3,6,5,36,1e+06,1,1
718599113,05,2,3,6,6,9,7,1e+06,1,1
718599412,05,1,3,6,6,4,47,6e+05,2,2
718599611,05,2,1,6,6,5,21,350000,2,2
718599811,05,2,1,6,6,5,3,1100000,1,1
718599911,05,1,1,2,6,3,28,1400000,1,1
718600011,05,1,1,2,6,5,10,1e+06,1,1
718600211,05,1,1,2,6,10,10,3700000,1,1
718600212,05,2,2,2,6,5,11,4e+06,2,2
718600311,05,1,1,6,6,12,18,6e+06,1,1
718600312,05,1,13,6,6,10,3,1e+06,2,1
718600411,05,1,1,3,6,5,38,1500000,1,1
718600412,05,2,2,3,6,5,35,5e+05,1,2
718600612,05,2,2,3,6,4,59,2e+05,1,2
718600613,05,2,3,6,6,5,25,1100000,1,1
718600712,05,1,3,6,6,4,27,250000,2,2
718601011,05,1,1,3,6,10,31,2e+06,2,1
718601012,05,2,2,3,6,9,14,3230000,1,1
718601111,05,2,1,5,6,5,51,,2,2
718601112,05,2,3,2,6,8,18,1700000,2,2
718601113,05,1,7,2,6,9,25,1200000,2,2
718601114,05,2,8,6,6,10,-2,1200000,2,2
718601212,05,1,3,4,6,5,16,1200000,2,2
718601311,05,1,1,2,6,13,26,4500000,1,1
718601411,05,1,1,6,6,11,16,1900000,1,1
718601511,05,2,1,6,6,11,9,3500000,1,1
718601513,05,1,13,6,1,10,2,2e+06,1,1
718601613,05,2,8,6,6,10,4,2e+06,1,1
718601811,05,1,1,4,6,8,31,4e+06,1,1
718601911,05,1,1,2,6,4,21,1e+06,1,2
718601912,05,2,2,2,6,4,18,350000,2,2
718601913,05,2,3,6,6,5,1,6e+05,1,2
718602111,05,1,1,2,6,5,16,2e+06,1,1
718602312,05,1,3,4,6,5,43,1800000,1,1
718602313,05,1,8,4,6,9,14,1500000,1,1
718602411,05,1,1,2,6,5,44,1e+06,2,1
718602412,05,2,2,2,6,3,47,15000,2,2
718602511,05,1,1,3,6,3,33,1800000,2,1
718602512,05,2,2,3,6,3,36,350000,2,2
718602713,05,1,9,6,6,5,9,25000,2,2
718602811,05,1,1,3,6,3,46,1200000,1,1
718602812,05,2,2,3,6,4,42,8e+05,2,2
718603011,05,1,1,4,6,4,44,1500000,2,2
718603211,05,1,1,3,6,10,15,2100000,1,1
718603212,05,2,2,3,6,8,19,1e+06,1,1
718603213,05,1,3,6,6,5,3,1e+06,1,1
718603311,05,1,1,2,6,1,28,7200000,2,2
718603312,05,2,2,2,6,5,22,,2,2
718603413,05,1,7,2,6,11,9,3800000,1,1
718603511,05,2,1,5,6,3,41,5e+05,2,2
718603612,05,1,3,6,6,5,4,6e+05,1,2
718603813,05,1,3,6,6,5,9,1e+06,2,2
718603911,05,1,1,6,6,9,39,,2,2
718604012,05,2,2,2,6,10,6,3500000,1,1
718604211,05,1,1,3,6,8,26,2e+06,1,1
718604212,05,2,2,3,6,8,16,1600000,1,1
718604311,05,2,1,6,6,8,26,8e+05,2,2
718604312,05,2,3,6,6,10,0,2500000,1,1
718604411,05,1,1,3,6,10,31,7e+06,2,1
718604412,05,2,2,3,6,4,22,1e+06,1,2
718604511,05,1,1,3,6,5,17,3e+06,2,2
718604512,05,2,2,3,6,5,16,1400000,1,1
718604611,05,2,1,3,6,10,14,4e+06,1,1
718604612,05,1,2,3,6,8,19,1900000,1,1
718604614,05,1,4,4,6,11,45,6e+06,2,3
718604711,05,1,1,1,6,5,15,2500000,1,1
718604811,05,2,1,6,6,10,2,4e+06,1,1
718605111,05,2,1,4,6,5,39,1182000,1,1
718605112,05,1,3,4,6,5,20,1500000,2,2
718605211,05,1,1,6,6,10,10,1.5e+07,1,1
718605311,05,1,1,3,6,1,49,150000,2,2
718605411,05,1,1,3,6,10,26,3500000,1,1
718605511,05,2,1,2,6,5,9,1e+06,1,1
718605512,05,1,2,2,6,5,9,1e+06,2,2
718605611,05,1,1,3,6,4,47,150000,2,2
718605612,05,2,2,3,6,4,43,8e+05,2,2
718605613,05,1,3,6,6,5,11,1500000,1,1
718605614,05,2,3,4,6,5,15,160000,2,2
718750312,05,2,10,6,6,4,55,2e+06,1,2
718750611,05,1,1,2,6,5,30,1e+06,1,1
718750612,05,2,2,2,6,8,34,8e+05,1,2
718750613,05,1,3,6,6,8,5,1e+06,1,1
718750712,05,1,3,6,6,5,9,1e+06,1,1
718750811,05,1,1,3,6,4,37,2500000,1,1
718750912,05,2,3,5,6,4,30,750000,1,2
718750914,05,1,8,6,6,8,1,1e+06,1,1
718751013,05,1,3,6,6,5,19,1e+05,1,2
718751014,05,1,3,4,6,5,19,320000,2,2
718751111,05,1,1,3,6,5,43,1200000,1,1
718751113,05,1,3,6,6,5,17,1100000,1,1
718751114,05,1,3,6,6,5,9,2e+05,2,2
718751511,05,1,1,2,6,5,11,1e+06,1,1
718751512,05,2,2,2,6,5,5,250000,2,2
718751611,05,2,1,2,6,3,44,1e+06,1,1
718751612,05,1,2,2,6,3,43,9e+05,2,2
718751613,05,1,3,6,6,5,21,6e+05,2,2
718751614,05,2,3,6,6,5,19,1e+06,1,1
718751911,05,1,1,3,6,5,29,1e+06,2,2
718751912,05,2,2,3,6,5,24,1e+06,2,2
718752211,05,1,1,3,6,3,36,2e+06,1,2
718752311,05,1,1,2,6,10,12,4e+06,1,1
718752312,05,2,2,2,6,10,18,2e+06,2,2
718752411,05,1,1,1,6,3,39,320000,2,2
718752412,05,2,2,1,6,4,38,1060000,1,1
718752513,05,2,3,6,6,11,11,5e+06,1,1
718752711,05,1,1,3,6,3,30,8e+05,2,2
718752811,05,1,1,6,6,8,8,1e+06,1,1
718752812,05,2,6,6,6,9,3,1e+06,1,1
718753011,05,1,1,6,6,10,29,8e+05,2,1
718753111,05,2,1,4,6,3,39,1e+06,1,1
718753112,05,1,3,6,6,5,16,240000,2,2
718753211,05,1,1,2,6,5,34,1500000,2,1
718753311,05,2,1,6,6,3,51,1e+06,2,1
718753421,05,2,1,6,6,9,16,8e+05,1,2
718753611,05,2,1,6,6,3,19,1e+06,1,2
718753711,05,2,1,3,6,1,44,5e+05,1,2
718753811,05,1,1,2,6,3,37,3e+05,1,2
718753911,05,1,1,6,6,10,8,1e+06,1,2
718754112,05,1,6,6,6,3,46,3e+05,2,2
718754211,05,1,1,2,6,5,8,1e+06,1,1
718754212,05,2,2,2,6,3,7,180000,2,2
718754311,05,1,1,2,6,3,48,3e+05,2,2
718754314,05,1,3,6,6,5,5,1e+06,1,1
718754511,05,1,1,6,6,11,10,5e+06,1,1
718754611,05,2,1,2,6,10,10,3e+06,1,1
718754612,05,1,2,2,6,5,10,8e+05,2,2
718754711,05,1,1,2,6,11,26,,1,1
718754811,05,1,1,3,6,9,10,5e+06,1,1
718754812,05,2,2,3,6,10,13,2400000,1,1
718754911,05,1,1,6,6,10,28,4040000,1,1
718755011,05,1,1,3,6,11,19,5300000,1,1
718755111,05,2,1,4,6,4,48,1100000,1,2
718755211,05,2,1,6,6,10,29,3e+06,1,1
718755311,05,1,1,2,6,10,39,4700000,1,3
718755312,05,2,2,2,6,11,32,4700000,1,1
718755411,05,1,1,3,6,3,42,2400000,1,1
718755413,05,1,3,6,6,9,12,1200000,1,1
718755414,05,2,3,4,6,8,7,1500000,1,1
718755513,05,2,3,6,6,8,15,1e+06,1,1
718755611,05,1,1,3,6,3,20,1e+06,1,1
718755711,05,1,1,3,6,4,15,1600000,1,1
718755811,05,1,1,6,6,5,26,1500000,1,1
718755911,05,2,1,4,6,5,28,1500000,2,2
718755912,05,2,3,6,6,9,0,1650000,1,1
718756111,05,1,1,3,6,5,13,1e+06,1,1
718756112,05,2,2,3,6,9,9,1200000,1,1
718756211,05,1,1,2,6,5,44,1e+06,2,2
718756312,05,2,2,3,6,3,56,1e+05,2,2
718756314,05,1,3,6,6,9,11,1500000,1,1
718756411,05,1,1,2,6,6,16,2e+06,2,1
718756412,05,2,2,2,6,5,16,2e+06,2,2
718756511,05,2,1,4,6,11,25,3600000,1,1
718756711,05,1,1,6,6,11,33,6e+06,2,2
718756811,05,2,1,1,6,5,15,3e+05,1,2
718756812,05,1,2,1,6,5,16,4e+05,2,2
718756911,05,2,1,3,6,11,8,1.5e+07,1,1
718757011,05,2,1,2,5,4,18,1e+06,1,1
718757012,05,1,2,2,5,5,20,1500000,1,1
718757111,05,1,1,2,6,3,24,1e+06,1,1
718757115,05,1,6,6,6,3,9,1e+06,1,1
718757211,05,1,1,6,6,5,7,2600000,2,2
718757311,05,1,1,2,6,5,18,2e+06,2,2
718757312,05,2,2,2,6,8,15,1e+06,2,2
718759911,05,1,1,1,6,9,6,2e+05,2,2
718759912,05,2,2,1,6,10,4,1e+06,1,1
718760011,05,1,1,6,6,8,2,1450000,1,1
718760111,05,1,1,3,6,5,37,1467000,1,1
718760113,05,2,3,6,6,8,-1,1500000,2,2
718760114,05,2,3,6,6,8,0,1500000,2,2
718760211,05,1,1,2,6,5,27,1200000,2,2
718760212,05,2,2,2,6,5,27,1e+06,1,1
719068111,05,1,1,3,6,8,32,4650000,1,1
719070012,05,1,2,3,6,10,39,6e+06,2,1
719070111,05,1,1,3,6,10,18,6e+06,1,1
719070112,05,2,2,3,6,10,22,3800000,1,1
719070211,05,2,1,6,6,11,5,5200000,1,1
719070311,05,2,1,5,6,10,57,,2,2
719070613,05,2,7,2,6,4,6,280000,1,2
719070811,05,2,1,4,6,8,29,8e+05,2,2
719070912,05,2,3,6,6,8,12,1200000,1,1
719071011,05,1,1,3,6,5,46,3e+06,1,3
719071012,05,2,2,3,6,10,30,430000,2,2
719071013,05,2,3,6,6,8,4,480000,1,2
719071111,05,2,1,4,6,10,45,3e+06,2,3
719071112,05,2,3,6,6,10,6,1200000,1,1
719071113,05,2,3,6,6,10,6,1800000,1,1
719071211,05,2,1,6,6,5,7,2e+06,2,2
719071511,05,1,1,3,6,9,15,2500000,1,1
719071512,05,2,2,3,6,10,12,1500000,2,2
719071711,05,1,1,2,6,5,33,1e+06,1,1
719071712,05,2,2,2,6,8,17,80000,1,2
719071811,05,1,1,3,6,12,15,8500000,2,1
719071812,05,2,2,3,6,10,17,2200000,2,1
719071911,05,1,1,3,6,12,30,8e+06,1,1
719071912,05,2,2,3,6,11,31,8600000,1,1
719072011,05,1,1,4,6,11,39,3.5e+07,2,3
719072311,05,1,1,4,6,5,5,1500000,1,1
719072611,05,2,1,4,6,4,39,60000,2,2
719072612,05,1,3,6,6,8,11,1800000,1,1
719072711,05,1,1,3,6,4,49,260000,1,2
719072911,05,1,1,6,6,10,12,4e+06,1,1
719073011,05,2,1,2,6,10,18,4e+06,1,1
719073012,05,1,2,2,6,8,26,8e+05,2,1
719073112,05,2,3,6,6,11,33,3300000,1,1
719073211,05,2,1,3,6,11,19,2300000,1,1
719073212,05,1,2,3,6,8,27,2500000,2,1
719073311,05,2,1,3,6,11,15,2900000,1,1
719073312,05,1,2,3,6,9,17,5700000,1,1
719073411,05,1,1,2,6,5,10,1320000,1,2
719073412,05,2,2,2,6,5,14,2e+05,2,2
719156711,05,1,1,2,6,5,10,1180000,1,2
719156712,05,2,2,2,6,5,8,1200000,1,2
719156811,05,1,1,3,6,8,16,1200000,2,2
719156911,05,1,1,3,6,3,56,3e+05,2,2
719157112,05,1,2,2,6,5,25,2e+05,1,2
719157211,05,1,1,6,6,5,8,1400000,1,1
719157311,05,2,1,6,6,3,50,5e+05,2,2
719157411,05,1,1,6,6,3,42,250000,2,2
719157613,05,2,10,6,6,3,22,1300000,1,1
719157711,05,1,1,3,6,10,10,1e+06,1,2
719157712,05,2,2,3,6,10,4,,2,2
719157811,05,1,1,3,6,10,16,5e+06,2,1
719157812,05,2,2,3,6,10,16,2500000,1,1
719158011,05,2,1,6,6,10,9,1e+06,1,1
719158111,05,2,1,6,5,10,8,180000,1,2
719158311,05,1,1,2,6,8,11,1200000,1,1
719158312,05,2,2,2,6,8,9,1700000,1,1
719158411,05,2,1,2,6,5,7,9e+05,2,2
719158412,05,1,2,2,6,5,5,1200000,1,1
719158511,05,1,1,4,6,10,10,2500000,1,1
719158612,05,1,2,3,6,4,46,4e+06,2,2
719158711,05,1,1,6,6,10,11,2e+06,1,1
719158811,05,2,1,6,6,10,24,1200000,1,1
719158812,05,2,9,6,6,10,8,1800000,1,1
719158913,05,2,3,4,6,4,48,150000,2,2
719159211,05,2,1,6,5,6,16,5e+05,1,2
719159311,05,1,1,2,6,10,17,3500000,1,1
719159411,05,1,1,2,5,5,30,1e+06,1,1
719159412,05,2,2,2,6,5,31,6e+05,2,2
719159511,05,2,1,4,6,3,51,420000,1,2
719159612,05,1,3,6,6,4,33,1117170,1,1
719159613,05,2,3,6,6,5,14,1500000,1,1
719159711,05,1,1,3,6,5,38,1500000,1,1
719159811,05,2,1,6,6,8,30,1500000,2,2
719159812,05,2,3,6,6,5,6,1e+06,2,2
719159814,05,2,9,6,6,5,50,8e+05,1,2
719159911,05,2,1,2,6,9,8,1500000,1,1
719159912,05,1,2,2,6,5,24,8e+05,2,2
719160011,05,2,1,4,6,4,52,560000,1,2
719160012,05,1,3,4,5,9,11,2300000,1,1
719160111,05,1,1,3,6,3,41,8e+05,2,2
719160211,05,2,1,4,6,9,7,1400000,1,1
719160311,05,2,1,4,6,5,30,1e+06,1,1
719160312,05,1,3,6,6,5,10,9e+05,2,2
719160411,05,2,1,6,6,10,20,1800000,1,1
719160511,05,1,1,2,6,10,19,1e+06,1,1
719160611,05,1,1,3,6,5,32,2e+06,1,1
719160612,05,2,2,3,6,3,31,1e+06,1,1
719160711,05,2,1,4,5,4,30,1e+06,1,1
719160712,05,1,3,6,5,5,6,9e+05,1,2
719160911,05,2,1,6,6,8,22,1600000,1,1
719161011,05,2,1,4,6,5,21,2200000,2,2
719161111,05,2,1,3,6,9,24,2300000,1,1
719161112,05,1,2,3,6,8,24,7e+06,2,1
719161213,05,1,3,6,6,3,32,1e+05,1,3
719161214,05,1,8,6,6,5,3,1100000,1,1
719161312,05,1,13,4,6,3,51,1e+05,2,3
719161411,05,1,1,2,6,5,14,1e+06,2,1
719161412,05,2,2,2,6,10,5,1800000,1,1
719161511,05,1,1,2,6,3,61,5e+05,2,2
719161512,05,2,2,2,6,5,44,3e+05,2,2
719161513,05,2,3,6,6,8,1,4e+05,2,2
719161611,05,1,1,6,6,5,11,2e+06,1,2
719161911,05,2,1,6,6,9,15,1e+06,1,1
719162113,05,2,6,4,6,9,37,450000,2,2
719162211,05,2,1,4,6,5,12,4e+05,2,2
719162311,05,1,1,2,6,5,12,1e+06,1,2
719162312,05,2,2,2,6,8,4,1250000,1,2
719162611,05,1,1,2,6,5,24,1500000,2,1
719162612,05,2,2,2,6,5,22,1e+06,2,1
719162711,05,1,1,3,6,9,25,1e+06,2,1
719162812,05,1,3,6,6,10,15,5e+06,1,1
719162911,05,2,1,4,6,5,48,3e+05,2,2
719162913,05,1,3,6,6,6,8,9e+06,1,1
719163011,05,2,1,3,6,8,32,6390000,1,1
719163012,05,1,2,3,6,8,39,2500000,1,1
719163111,05,2,1,6,6,5,16,1300000,2,2
719163112,05,2,3,6,6,4,0,,2,2
719163312,05,1,3,6,6,10,14,4300000,1,1
719163314,05,2,13,6,6,5,23,1075000,1,1
719163411,05,1,1,2,6,8,25,1e+06,1,2
719163412,05,2,2,2,6,5,26,1e+06,1,1
719163511,05,2,1,3,6,5,40,1e+05,2,2
719163512,05,1,2,3,6,3,46,1e+06,1,1
719163514,05,2,3,6,6,5,6,1200000,1,2
719163611,05,2,1,4,6,9,9,1750000,1,1
719163613,05,1,3,6,6,10,5,1100000,1,1
719163711,05,1,1,3,6,3,46,1e+06,1,1
7191637110,05,1,3,4,6,4,23,1e+06,1,2
719163712,05,2,2,3,6,3,43,2e+05,2,2
719163713,05,2,3,3,6,5,9,1e+06,1,1
719163714,05,1,7,3,6,9,8,1e+06,1,1
719163717,05,2,3,4,6,5,22,1e+06,1,1
719163813,05,1,8,6,6,9,4,4e+05,2,2
719163814,05,1,8,6,6,9,4,1216000,1,1
719163815,05,2,8,2,6,9,11,1700000,1,1
719163911,05,2,1,6,6,4,37,1e+06,1,1
719163912,05,2,3,6,6,8,10,2e+06,1,1
719164011,05,1,1,2,6,5,22,1500000,1,2
719164111,05,1,1,2,6,3,47,1e+06,1,1
719164113,05,1,3,6,6,3,12,1e+05,2,2
719164114,05,2,3,6,6,5,8,1e+06,1,1
719164211,05,2,1,3,6,5,35,1e+06,1,1
719164212,05,1,2,3,6,3,39,1100000,1,1
719164311,05,1,1,4,6,5,27,1e+06,1,1
719164412,05,1,3,2,6,5,12,1155000,1,1
719164414,05,1,8,6,6,5,3,1e+06,1,1
719164511,05,1,1,2,6,9,19,1300000,1,1
719164512,05,2,2,2,6,5,18,1100000,1,2
719164611,05,2,1,4,6,8,22,0,2,2
719164711,05,2,1,2,6,5,20,1e+06,1,1
719164712,05,1,2,2,6,3,34,7e+05,2,2
719164716,05,1,4,4,6,4,49,350000,2,2
719164811,05,2,1,6,6,5,32,1200000,1,1
719164911,05,1,1,2,6,1,40,1e+06,1,1
719165011,05,1,1,2,6,6,14,1280000,1,2
719165211,05,2,1,6,6,3,58,660000,1,2
719165312,05,1,2,3,6,3,58,6e+05,2,2
719165313,05,1,3,6,6,5,24,1e+06,1,1
719165314,05,2,3,6,6,9,18,1500000,1,1
719165411,05,1,1,3,6,3,47,1e+06,2,3
719165413,05,2,3,6,6,8,5,2e+06,1,1
719165511,05,1,1,2,6,5,24,4e+05,2,2
719165512,05,2,2,2,6,5,12,1e+06,1,1
719165611,05,1,1,2,6,5,11,1e+06,1,1
719165612,05,2,2,2,6,9,8,1236000,1,1
719165711,05,2,1,5,6,4,68,75000,2,3
719165811,05,1,1,3,6,8,12,1900000,1,1
719165812,05,2,2,3,6,8,13,1400000,1,1
719165912,05,2,3,3,6,5,15,0,2,2
719165914,05,1,3,6,6,10,6,2600000,1,1
719166011,05,2,1,4,6,8,36,2050000,1,1
719166112,05,2,3,6,6,10,26,3300000,1,1
719166113,05,2,3,6,6,10,25,4200000,1,1
719166114,05,1,3,6,6,9,19,1200000,1,1
719166312,05,2,2,3,6,5,27,7e+05,2,2
719166313,05,2,3,6,6,10,-1,1427000,1,1
719166411,05,1,1,4,6,4,52,450000,2,2
719166511,05,1,1,4,6,4,42,3e+05,2,2
719166611,05,2,1,4,6,10,26,5e+06,2,2
719166711,05,1,1,6,6,8,8,7e+05,1,2
719166912,05,1,2,3,6,11,39,9500000,1,1
719166913,05,2,3,6,6,10,3,3500000,2,2
719166914,05,2,3,6,6,1,8,5e+05,2,2
719167011,05,2,1,3,6,5,15,1e+06,1,1
719167012,05,1,2,3,6,5,14,1020000,1,1
719334911,05,2,1,6,6,9,41,,1,1
719334914,05,2,10,3,6,3,46,1700000,1,1
719335011,05,1,1,5,6,6,40,8e+05,2,3
719335012,05,2,3,2,6,5,3,,2,1
719335013,05,1,7,2,6,4,10,,2,1
719335211,05,2,1,4,5,10,23,1800000,1,1
719335311,05,1,1,4,6,3,55,1e+05,2,2
719335511,05,1,1,2,5,9,36,1600000,1,1
719335513,05,2,3,6,6,10,6,2050000,1,1
719335611,05,1,1,2,6,8,16,2150000,1,2
719335612,05,2,2,2,6,8,8,1e+06,1,2
719335616,05,1,6,6,6,5,14,2e+06,1,2
719335912,05,2,3,4,6,5,4,1e+06,1,1
719336011,05,1,1,3,6,8,39,1300000,1,1
719336012,05,2,2,3,6,5,39,3e+05,2,2
719336013,05,2,3,6,6,10,4,5100000,1,1
719336111,05,1,1,2,6,9,12,1e+06,1,1
719336112,05,2,2,2,6,8,13,1500000,1,1
719336211,05,1,1,2,6,4,41,1e+05,2,2
719336411,05,2,1,6,6,10,2,3e+06,1,1
719336412,05,2,4,4,6,3,29,1200000,1,1
719336511,05,1,1,6,6,11,16,1.2e+07,2,1
719336611,05,1,1,6,6,5,46,1e+06,2,3
719336711,05,1,1,2,6,3,50,1e+06,2,2
719336911,05,1,1,6,6,3,27,1e+06,1,1
719337011,05,2,1,5,6,5,31,8e+05,1,2
719337111,05,2,1,4,6,10,40,1e+06,1,1
719337112,05,1,3,2,6,5,16,1e+06,1,1
719337113,05,2,9,2,6,5,20,170000,2,2
719337211,05,2,1,6,6,8,24,5e+05,2,2
719337411,05,1,1,2,6,3,34,1e+06,1,1
719337611,05,1,1,4,6,10,32,1e+06,2,2
719337711,05,1,1,2,6,5,12,1500000,2,2
719337712,05,2,2,2,6,5,9,1500000,2,2
719338013,05,1,3,6,6,5,28,1e+06,1,1
719338111,05,1,1,2,6,8,32,1200000,1,1
719338112,05,2,2,2,6,4,36,1200000,1,1
719338311,05,2,1,4,6,5,47,5e+05,1,2
719338312,05,1,6,6,6,3,40,3e+05,2,2
719338411,05,1,1,3,6,5,39,1e+06,1,1
719338413,05,2,3,6,6,5,16,1e+06,1,1
719338511,05,2,1,2,6,5,26,1e+06,1,2
719338512,05,1,2,2,6,5,24,0,2,1
719338513,05,1,3,6,6,5,1,,2,2
719338611,05,2,1,2,6,11,6,3e+06,1,1
719338612,05,1,2,2,6,5,10,1300000,1,1
719338712,05,1,2,3,6,4,49,2e+05,2,2
719338713,05,1,3,6,6,9,11,1400000,1,1
719338811,05,2,1,6,6,4,44,8e+05,2,2
719338821,05,1,1,2,6,3,18,1450000,1,1
719338822,05,2,2,2,6,8,5,140000,1,2
719338831,05,1,1,3,6,5,21,1365000,1,1
719338832,05,2,2,3,6,10,17,4e+05,1,2
719338841,05,1,1,3,6,3,23,1370000,1,1
719338852,05,1,3,6,6,4,9,1620000,1,2
719338861,05,1,1,6,6,3,19,1268000,1,1
719338871,05,2,1,4,6,8,13,1432000,1,1
719338911,05,2,1,2,6,5,19,70000,2,2
719338912,05,1,2,2,6,3,22,1e+06,1,1
719338915,05,1,3,1,6,5,1,1e+06,1,1
719339011,05,1,1,3,6,4,42,8e+05,1,2
719339015,05,1,3,6,6,4,7,130000,2,2
719339111,05,1,1,2,6,8,23,1e+06,1,1
719339112,05,2,2,2,6,5,25,1e+06,1,1
719339211,05,2,1,2,6,5,14,1e+06,1,1
719339411,05,1,1,3,6,4,31,1e+06,1,1
719339412,05,2,2,3,6,5,25,1e+06,1,2
719339413,05,2,3,6,6,5,2,2e+05,2,2
719339512,05,1,3,3,6,5,19,1327000,1,1
719339513,05,2,7,3,6,9,16,1e+06,1,1
719339611,05,2,1,2,5,3,30,70000,2,2
719339612,05,1,2,2,5,4,26,1e+06,1,1
719339713,05,2,3,6,6,10,7,1800000,1,1
